,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,info_l,info_r,prob_out_l,prob_out_r,prob_out_l_bayes,prob_out_r_bayes,ambig_l,ambig_r,prob_out_ambig,prob_out_unambig,mag_ambig,mag_unambig,resp_amb_1,prob_out_ambig_bayes,info_amb
65,77813,A27BPRHBM28XZS,65,3/10/17 9:04,1.48914e+12,X,1440,5255,0.38,0.26,left,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,70,48,51,48,False,combined,20,5,30,15,0,1.0,0.4,0.6,0.75,0.6,0.727272727273,0,1,0.75,0.6,51.0,48.0,,0.727272727273,0.4
66,77815,A27BPRHBM28XZS,66,3/10/17 9:05,1.48914e+12,O,2592,5255,0.08,0.64,right,0.8,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,70,5,42,0,False,combined,4,31,36,19,0,0.8,1.0,0.9,0.38,0.880952380952,0.38,1,0,0.9,0.38,5.0,42.0,,0.880952380952,0.8
67,77816,A27BPRHBM28XZS,67,3/10/17 9:05,1.48914e+12,O,1954,5255,0.68,0.56,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,70,39,42,0,False,combined,34,27,16,23,0,1.0,1.0,0.32,0.46,0.32,0.46,0,0,,,,,,,1.0
68,77817,A27BPRHBM28XZS,68,3/10/17 9:05,1.48914e+12,X,1878,5255,0.24,0.48,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,70,42,61,42,False,combined,12,25,38,25,0,1.0,1.0,0.76,0.5,0.76,0.5,0,0,,,,,,,1.0
69,77819,A27BPRHBM28XZS,69,3/10/17 9:05,1.48914e+12,O,1593,5255,0.18,0.68,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,70,37,115,0,False,combined,10,33,40,17,0,1.0,1.0,0.8,0.34,0.8,0.34,0,0,,,,,,,1.0
70,77821,A27BPRHBM28XZS,70,3/10/17 9:05,1.48914e+12,X,1896,5255,0.04,0.4,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-16,-8,-8,False,combined,2,20,48,30,0,1.0,1.0,0.96,0.6,0.96,0.6,0,0,,,,,,,1.0
71,77822,A27BPRHBM28XZS,71,3/10/17 9:05,1.48914e+12,X,1552,5255,0.64,0.08,left,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-98,-65,-98,False,combined,1,4,2,46,0,0.06,1.0,0.666666666667,0.92,0.6,0.92,1,0,0.666666666667,0.92,-98.0,-65.0,,0.6,0.06
72,77824,A27BPRHBM28XZS,72,3/10/17 9:05,1.48914e+12,O,1754,5255,0.24,0.32,right,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-88,-74,0,False,combined,12,1,38,0,0,1.0,0.02,0.76,0.0,0.76,0.333333333333,0,1,0.0,0.76,-74.0,-88.0,,0.333333333333,0.02
73,77825,A27BPRHBM28XZS,73,3/10/17 9:05,1.48914e+12,O,2365,5255,0.04,0.68,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-15,-53,0,False,combined,3,33,47,17,0,1.0,1.0,0.94,0.34,0.94,0.34,0,0,,,,,,,1.0
74,77827,A27BPRHBM28XZS,74,3/10/17 9:06,1.48914e+12,X,2155,5255,0.34,0.3,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-22,-23,-22,False,combined,17,15,33,35,0,1.0,1.0,0.66,0.7,0.66,0.7,0,0,,,,,,,1.0
75,77829,A27BPRHBM28XZS,75,3/10/17 9:06,1.48914e+12,O,2577,5255,0.72,0.38,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,106,44,0,False,combined,36,18,14,32,0,1.0,1.0,0.28,0.64,0.28,0.64,0,0,,,,,,,1.0
76,77830,A27BPRHBM28XZS,76,3/10/17 9:06,1.48914e+12,X,2330,5255,0.5,0.5,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,11,19,11,False,combined,24,26,26,24,0,1.0,1.0,0.52,0.48,0.52,0.48,0,0,,,,,,,1.0
77,77831,A27BPRHBM28XZS,77,3/10/17 9:06,1.48914e+12,X,1739,5255,0.52,0.44,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,125,80,125,False,combined,27,1,23,0,0,1.0,0.02,0.46,0.0,0.46,0.333333333333,0,1,0.0,0.46,80.0,125.0,,0.333333333333,0.02
78,77833,A27BPRHBM28XZS,78,3/10/17 9:06,1.48914e+12,X,2084,5255,0.26,0.6,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,16,38,16,False,combined,13,30,37,20,0,1.0,1.0,0.74,0.4,0.74,0.4,0,0,,,,,,,1.0
79,77834,A27BPRHBM28XZS,79,3/10/17 9:06,1.48914e+12,X,921,5255,0.36,0.08,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,97,70,97,False,combined,19,0,31,1,0,1.0,0.02,0.62,1.0,0.62,0.666666666667,0,1,1.0,0.62,70.0,97.0,,0.666666666667,0.02
80,77836,A27BPRHBM28XZS,80,3/10/17 9:06,1.48914e+12,X,2016,5380,0.56,0.48,right,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,125,-68,-29,-29,False,combined,27,15,23,25,0,1.0,0.8,0.46,0.625,0.46,0.619047619048,0,1,0.625,0.46,-29.0,-68.0,,0.619047619048,0.8
81,77838,A27BPRHBM28XZS,81,3/10/17 9:07,1.48914e+12,X,2041,5380,0.36,0.48,left,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,125,-94,-115,-94,False,combined,12,25,8,25,0,0.4,1.0,0.4,0.5,0.409090909091,0.5,1,0,0.4,0.5,-94.0,-115.0,,0.409090909091,0.4
82,77839,A27BPRHBM28XZS,82,3/10/17 9:07,1.48914e+12,O,1257,5380,0.74,0.8,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,125,-62,-134,0,False,combined,36,40,14,10,0,1.0,1.0,0.28,0.2,0.28,0.2,0,0,,,,,,,1.0
83,77841,A27BPRHBM28XZS,83,3/10/17 9:07,1.48914e+12,X,1672,5380,0.78,0.32,right,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,125,-27,-7,-7,False,combined,2,17,1,33,0,0.06,1.0,0.333333333333,0.66,0.4,0.66,1,0,0.333333333333,0.66,-27.0,-7.0,,0.4,0.06
84,77842,A27BPRHBM28XZS,84,3/10/17 9:07,1.48914e+12,X,3026,5380,0.24,0.12,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,125,-39,-34,-34,False,combined,13,6,37,44,0,1.0,1.0,0.74,0.88,0.74,0.88,0,0,,,,,,,1.0
85,77844,A27BPRHBM28XZS,85,3/10/17 9:07,1.48914e+12,O,2401,5286,0.64,0.4,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-94,72,60,0,False,combined,31,20,19,30,0,1.0,1.0,0.38,0.6,0.38,0.6,0,0,,,,,,,1.0
86,77845,A27BPRHBM28XZS,86,3/10/17 9:07,1.48914e+12,X,1294,5286,0.12,0.06,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-94,30,29,30,False,combined,6,4,44,46,0,1.0,1.0,0.88,0.92,0.88,0.92,0,0,,,,,,,1.0
87,77847,A27BPRHBM28XZS,87,3/10/17 9:07,1.48914e+12,X,2279,5286,0.16,0.68,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-94,18,47,18,False,combined,8,33,42,17,0,1.0,1.0,0.84,0.34,0.84,0.34,0,0,,,,,,,1.0
88,77849,A27BPRHBM28XZS,88,3/10/17 9:07,1.48914e+12,X,1659,5286,0.84,0.12,right,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-94,94,34,34,False,combined,41,5,9,35,0,1.0,0.8,0.18,0.875,0.18,0.857142857143,0,1,0.875,0.18,34.0,94.0,,0.857142857143,0.8
89,77850,A27BPRHBM28XZS,89,3/10/17 9:08,1.48914e+12,X,1877,5286,0.76,0.06,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-94,116,42,42,False,combined,37,4,13,46,0,1.0,1.0,0.26,0.92,0.26,0.92,0,0,,,,,,,1.0
90,77852,A27BPRHBM28XZS,90,3/10/17 9:08,1.48914e+12,O,1594,5316,0.56,0.1,left,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,25,16,0,False,combined,26,1,24,2,0,1.0,0.06,0.48,0.666666666667,0.48,0.6,0,1,0.666666666667,0.48,16.0,25.0,,0.6,0.06
91,77853,A27BPRHBM28XZS,91,3/10/17 9:08,1.48914e+12,O,1476,5316,0.84,0.6,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,31,75,0,False,combined,42,30,8,20,0,1.0,1.0,0.16,0.4,0.16,0.4,0,0,,,,,,,1.0
92,77855,A27BPRHBM28XZS,92,3/10/17 9:08,1.48914e+12,X,1473,5316,0.16,0.12,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,74,60,74,False,combined,8,7,42,43,0,1.0,1.0,0.84,0.86,0.84,0.86,0,0,,,,,,,1.0
93,77856,A27BPRHBM28XZS,93,3/10/17 9:08,1.48914e+12,X,1146,5316,0.36,0.08,left,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,98,71,98,False,combined,18,0,32,5,0,1.0,0.1,0.64,1.0,0.64,0.857142857143,0,1,1.0,0.64,71.0,98.0,,0.857142857143,0.1
94,77858,A27BPRHBM28XZS,94,3/10/17 9:08,1.48914e+12,X,1583,5316,0.48,0.72,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,30,25,55,25,False,combined,24,36,26,14,0,1.0,1.0,0.52,0.28,0.52,0.28,0,0,,,,,,,1.0
95,77859,A27BPRHBM28XZS,95,3/10/17 9:08,1.48914e+12,O,1333,5341,0.28,0.94,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-12,-134,0,False,combined,14,46,36,4,0,1.0,1.0,0.72,0.08,0.72,0.08,0,0,,,,,,,1.0
96,77861,A27BPRHBM28XZS,96,3/10/17 9:09,1.48914e+12,X,1100,5341,0.78,0.32,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-11,-4,-4,False,combined,39,2,11,8,0,1.0,0.2,0.22,0.8,0.22,0.75,0,1,0.8,0.22,-4.0,-11.0,,0.75,0.2
97,77862,A27BPRHBM28XZS,97,3/10/17 9:09,1.48914e+12,X,1276,5341,0.38,0.52,right,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-13,-9,-9,False,combined,20,0,30,1,0,1.0,0.02,0.6,1.0,0.6,0.666666666667,0,1,1.0,0.6,-9.0,-13.0,,0.666666666667,0.02
98,77864,A27BPRHBM28XZS,98,3/10/17 9:09,1.48914e+12,O,2346,5341,0.36,0.84,right,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-47,-99,0,False,combined,19,17,31,3,0,1.0,0.4,0.62,0.15,0.62,0.181818181818,0,1,0.15,0.62,-99.0,-47.0,,0.181818181818,0.4
99,77865,A27BPRHBM28XZS,99,3/10/17 9:09,1.48914e+12,O,1620,5341,0.7,0.54,left,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-60,-40,0,False,combined,35,3,15,2,0,1.0,0.1,0.3,0.4,0.3,0.428571428571,0,1,0.4,0.3,-40.0,-60.0,,0.428571428571,0.1
100,77874,A27BPRHBM28XZS,100,3/10/17 9:13,1.48914e+12,O,2832,5337,0.58,0.74,right,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-33,-60,0,False,combined,28,18,22,2,0,1.0,0.4,0.44,0.1,0.44,0.136363636364,0,1,0.1,0.44,-60.0,-33.0,,0.136363636364,0.4
101,77875,A27BPRHBM28XZS,101,3/10/17 9:13,1.48914e+12,O,1443,5337,0.12,0.84,right,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-34,-94,0,False,combined,0,42,1,8,0,0.02,1.0,1.0,0.16,0.666666666667,0.16,1,0,1.0,0.16,-34.0,-94.0,,0.666666666667,0.02
102,77876,A27BPRHBM28XZS,102,3/10/17 9:13,1.48914e+12,X,3531,5337,0.04,0.32,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-72,-89,-72,False,combined,0,16,5,34,0,0.1,1.0,1.0,0.68,0.857142857143,0.68,1,0,1.0,0.68,-72.0,-89.0,,0.857142857143,0.1
103,77877,A27BPRHBM28XZS,103,3/10/17 9:13,1.48914e+12,O,1597,5337,0.52,0.76,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-11,-14,0,False,combined,26,37,24,13,0,1.0,1.0,0.48,0.26,0.48,0.26,0,0,,,,,,,1.0
104,77878,A27BPRHBM28XZS,104,3/10/17 9:13,1.48914e+12,X,917,5337,0.96,0.08,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,-125,-5,-5,False,combined,48,4,2,46,0,1.0,1.0,0.04,0.92,0.04,0.92,0,0,,,,,,,1.0
105,77879,A27BPRHBM28XZS,105,3/10/17 9:14,1.48914e+12,O,1799,5337,0.44,0.92,right,0.8,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,5,56,0,False,combined,19,46,21,4,0,0.8,1.0,0.525,0.08,0.52380952381,0.08,1,0,0.525,0.08,5.0,56.0,,0.52380952381,0.8
106,77880,A27BPRHBM28XZS,106,3/10/17 9:14,1.48914e+12,O,1593,5337,0.12,0.7,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,26,73,0,False,combined,6,5,44,5,0,1.0,0.2,0.88,0.5,0.88,0.5,0,1,0.5,0.88,73.0,26.0,,0.5,0.2
107,77881,A27BPRHBM28XZS,107,3/10/17 9:14,1.48914e+12,X,934,5337,0.56,0.28,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,11,42,42,False,combined,27,13,23,37,0,1.0,1.0,0.46,0.74,0.46,0.74,0,0,,,,,,,1.0
108,77882,A27BPRHBM28XZS,108,3/10/17 9:14,1.48914e+12,O,1131,5337,0.36,0.32,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,23,7,0,False,combined,17,16,33,34,0,1.0,1.0,0.66,0.68,0.66,0.68,0,0,,,,,,,1.0
109,77883,A27BPRHBM28XZS,109,3/10/17 9:14,1.48914e+12,X,789,5337,0.28,0.2,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,47,24,47,False,combined,13,11,37,39,0,1.0,1.0,0.74,0.78,0.74,0.78,0,0,,,,,,,1.0
110,77884,A27BPRHBM28XZS,110,3/10/17 9:14,1.48914e+12,O,2507,5337,0.18,0.8,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-37,-100,0,False,combined,10,39,40,11,0,1.0,1.0,0.8,0.22,0.8,0.22,0,0,,,,,,,1.0
111,77885,A27BPRHBM28XZS,111,3/10/17 9:14,1.48914e+12,X,1947,5337,0.24,0.2,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-39,-75,-39,False,combined,12,9,38,41,0,1.0,1.0,0.76,0.82,0.76,0.82,0,0,,,,,,,1.0
112,77886,A27BPRHBM28XZS,112,3/10/17 9:14,1.48914e+12,O,1617,5337,0.56,0.48,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-136,-29,0,False,combined,28,24,22,26,0,1.0,1.0,0.44,0.52,0.44,0.52,0,0,,,,,,,1.0
113,77887,A27BPRHBM28XZS,113,3/10/17 9:15,1.48914e+12,O,2059,5337,0.6,0.44,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-87,-55,0,False,combined,4,21,1,29,0,0.1,1.0,0.2,0.58,0.285714285714,0.58,1,0,0.2,0.58,-87.0,-55.0,,0.285714285714,0.1
114,77888,A27BPRHBM28XZS,114,3/10/17 9:15,1.48914e+12,X,2795,5337,0.68,0.1,left,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-85,-35,-85,False,combined,33,6,17,34,0,1.0,0.8,0.34,0.85,0.34,0.833333333333,0,1,0.85,0.34,-35.0,-85.0,,0.833333333333,0.8
115,77889,A27BPRHBM28XZS,115,3/10/17 9:15,1.48914e+12,X,2110,5337,0.38,0.1,left,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,55,42,55,False,combined,19,6,31,34,0,1.0,0.8,0.62,0.85,0.62,0.833333333333,0,1,0.85,0.62,42.0,55.0,,0.833333333333,0.8
116,77890,A27BPRHBM28XZS,116,3/10/17 9:15,1.48914e+12,X,1055,5337,0.04,0.52,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,31,31,31,False,combined,3,25,47,25,0,1.0,1.0,0.94,0.5,0.94,0.5,0,0,,,,,,,1.0
117,77891,A27BPRHBM28XZS,117,3/10/17 9:15,1.48914e+12,O,799,5337,0.3,0.44,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,5,12,0,False,combined,14,22,36,28,0,1.0,1.0,0.72,0.56,0.72,0.56,0,0,,,,,,,1.0
118,77892,A27BPRHBM28XZS,118,3/10/17 9:15,1.48914e+12,X,1903,5337,0.36,0.62,left,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,38,81,38,False,combined,1,31,0,19,0,0.02,1.0,0.0,0.38,0.333333333333,0.38,1,0,0.0,0.38,38.0,81.0,,0.333333333333,0.02
119,77893,A27BPRHBM28XZS,119,3/10/17 9:15,1.48914e+12,X,1596,5337,0.16,0.58,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,7,14,14,False,combined,9,27,41,23,0,1.0,1.0,0.82,0.46,0.82,0.46,0,0,,,,,,,1.0
120,77894,A27BPRHBM28XZS,120,3/10/17 9:16,1.48914e+12,X,3367,5351,0.14,0.58,left,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-20,-44,-20,False,combined,7,1,43,9,0,1.0,0.2,0.86,0.9,0.86,0.833333333333,0,1,0.9,0.86,-44.0,-20.0,,0.833333333333,0.2
121,77895,A27BPRHBM28XZS,121,3/10/17 9:16,1.48914e+12,X,3115,5351,0.28,0.16,left,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-42,-71,-42,False,combined,14,0,36,3,0,1.0,0.06,0.72,1.0,0.72,0.8,0,1,1.0,0.72,-71.0,-42.0,,0.8,0.06
122,77896,A27BPRHBM28XZS,122,3/10/17 9:16,1.48914e+12,X,1823,5351,0.42,0.42,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-15,-17,-17,False,combined,21,21,29,29,0,1.0,1.0,0.58,0.58,0.58,0.58,0,0,,,,,,,1.0
123,77897,A27BPRHBM28XZS,123,3/10/17 9:16,1.48914e+12,O,1397,5351,0.78,0.58,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-130,-68,0,False,combined,38,28,12,22,0,1.0,1.0,0.24,0.44,0.24,0.44,0,0,,,,,,,1.0
124,77898,A27BPRHBM28XZS,124,3/10/17 9:16,1.48914e+12,X,3456,5351,0.08,0.36,right,0.8,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,14,-70,-97,-97,False,combined,3,19,37,31,0,0.8,1.0,0.925,0.62,0.904761904762,0.62,1,0,0.925,0.62,-70.0,-97.0,,0.904761904762,0.8
125,77899,A27BPRHBM28XZS,125,3/10/17 9:16,1.48914e+12,X,1766,5309,0.32,0.04,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,7,5,5,False,combined,16,2,34,48,0,1.0,1.0,0.68,0.96,0.68,0.96,0,0,,,,,,,1.0
126,77900,A27BPRHBM28XZS,126,3/10/17 9:16,1.48914e+12,X,1835,5309,0.08,0.24,left,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,74,78,74,False,combined,1,12,19,38,0,0.4,1.0,0.95,0.76,0.909090909091,0.76,1,0,0.95,0.76,74.0,78.0,,0.909090909091,0.4
127,77901,A27BPRHBM28XZS,127,3/10/17 9:16,1.48914e+12,X,1126,5309,0.42,0.08,right,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,16,15,15,False,combined,1,4,2,46,0,0.06,1.0,0.666666666667,0.92,0.6,0.92,1,0,0.666666666667,0.92,16.0,15.0,,0.6,0.06
128,77902,A27BPRHBM28XZS,128,3/10/17 9:17,1.48914e+12,O,1155,5309,0.72,0.64,right,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,84,74,0,False,combined,0,32,1,18,0,0.02,1.0,1.0,0.36,0.666666666667,0.36,1,0,1.0,0.36,84.0,74.0,,0.666666666667,0.02
129,77903,A27BPRHBM28XZS,129,3/10/17 9:17,1.48914e+12,O,1793,5309,0.48,0.36,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-42,115,94,0,False,combined,24,3,26,7,0,1.0,0.2,0.52,0.7,0.52,0.666666666667,0,1,0.7,0.52,94.0,115.0,,0.666666666667,0.2
130,77904,A27BPRHBM28XZS,130,3/10/17 9:17,1.48914e+12,O,2052,5324,0.12,0.7,right,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-16,-46,0,False,combined,7,15,43,5,0,1.0,0.4,0.86,0.25,0.86,0.272727272727,0,1,0.25,0.86,-46.0,-16.0,,0.272727272727,0.4
131,77905,A27BPRHBM28XZS,131,3/10/17 9:17,1.48914e+12,X,1923,5324,0.24,0.2,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-96,-86,-86,False,combined,12,10,38,40,0,1.0,1.0,0.76,0.8,0.76,0.8,0,0,,,,,,,1.0
132,77906,A27BPRHBM28XZS,132,3/10/17 9:17,1.48914e+12,O,2085,5324,0.68,0.64,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-29,-48,0,False,combined,33,32,17,18,0,1.0,1.0,0.34,0.36,0.34,0.36,0,0,,,,,,,1.0
