,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,info_l,info_r,prob_out_l,prob_out_r,prob_out_l_bayes,prob_out_r_bayes,ambig_l,ambig_r,prob_out_ambig,prob_out_unambig,mag_ambig,mag_unambig,resp_amb_1,prob_out_ambig_bayes,info_amb
133,77907,A27BPRHBM28XZS,133,3/10/17 9:17,1.48914e+12,O,1772,5324,0.88,0.12,right,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-125,-17,0,False,combined,2,7,1,43,0,0.06,1.0,0.333333333333,0.86,0.4,0.86,1,0,0.333333333333,0.86,-125.0,-17.0,,0.4,0.06
134,77908,A27BPRHBM28XZS,134,3/10/17 9:17,1.48914e+12,O,1529,5324,0.2,0.44,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,-38,-27,0,False,combined,10,23,40,27,0,1.0,1.0,0.8,0.54,0.8,0.54,0,0,,,,,,,1.0
135,77909,A27BPRHBM28XZS,135,3/10/17 9:18,1.48914e+12,X,1706,5238,0.16,0.08,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,6,5,5,False,combined,8,4,42,46,0,1.0,1.0,0.84,0.92,0.84,0.92,0,0,,,,,,,1.0
136,77910,A27BPRHBM28XZS,136,3/10/17 9:18,1.48914e+12,X,1560,5238,0.12,0.84,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,34,94,34,False,combined,7,41,43,9,0,1.0,1.0,0.86,0.18,0.86,0.18,0,0,,,,,,,1.0
137,77911,A27BPRHBM28XZS,137,3/10/17 9:18,1.48914e+12,O,2622,5238,0.4,0.66,right,0.2,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,54,74,0,False,combined,5,31,5,19,0,0.2,1.0,0.5,0.38,0.5,0.38,1,0,0.5,0.38,54.0,74.0,,0.5,0.2
138,77912,A27BPRHBM28XZS,138,3/10/17 9:18,1.48914e+12,X,1475,5238,0.74,0.52,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,8,9,9,False,combined,37,25,13,25,0,1.0,1.0,0.26,0.5,0.26,0.5,0,0,,,,,,,1.0
139,77913,A27BPRHBM28XZS,139,3/10/17 9:18,1.48914e+12,X,1392,5238,0.32,0.78,right,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-86,7,27,27,False,combined,16,1,34,0,0,1.0,0.02,0.68,0.0,0.68,0.333333333333,0,1,0.0,0.68,27.0,7.0,,0.333333333333,0.02
140,77914,A27BPRHBM28XZS,140,3/10/17 9:18,1.48914e+12,X,1126,5238,0.48,0.08,left,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,115,5,115,False,combined,23,3,27,17,0,1.0,0.4,0.54,0.85,0.54,0.818181818182,0,1,0.85,0.54,5.0,115.0,,0.818181818182,0.4
141,77915,A27BPRHBM28XZS,141,3/10/17 9:18,1.48914e+12,X,1448,5238,0.24,0.44,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,77,118,77,False,combined,12,23,38,27,0,1.0,1.0,0.76,0.54,0.76,0.54,0,0,,,,,,,1.0
142,77916,A27BPRHBM28XZS,142,3/10/17 9:18,1.48914e+12,X,1041,5238,0.14,0.08,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,29,25,25,False,combined,6,4,44,46,0,1.0,1.0,0.88,0.92,0.88,0.92,0,0,,,,,,,1.0
143,77917,A27BPRHBM28XZS,143,3/10/17 9:19,1.48914e+12,X,1201,5238,0.32,0.16,right,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,91,84,84,False,combined,7,8,13,42,0,0.4,1.0,0.65,0.84,0.636363636364,0.84,1,0,0.65,0.84,91.0,84.0,,0.636363636364,0.4
144,77918,A27BPRHBM28XZS,144,3/10/17 9:19,1.48914e+12,X,1356,5238,0.56,0.52,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,144,114,144,False,combined,28,26,22,24,0,1.0,1.0,0.44,0.48,0.44,0.48,0,0,,,,,,,1.0
145,77919,A27BPRHBM28XZS,145,3/10/17 9:19,1.48914e+12,O,1810,5263,0.36,0.62,right,0.2,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-38,-81,0,False,combined,3,31,7,19,0,0.2,1.0,0.7,0.38,0.666666666667,0.38,1,0,0.7,0.38,-38.0,-81.0,,0.666666666667,0.2
146,77920,A27BPRHBM28XZS,146,3/10/17 9:19,1.48914e+12,X,1361,5263,0.32,0.78,right,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-4,-11,-11,False,combined,5,39,15,11,0,0.4,1.0,0.75,0.22,0.727272727273,0.22,1,0,0.75,0.22,-4.0,-11.0,,0.727272727273,0.4
147,77921,A27BPRHBM28XZS,147,3/10/17 9:19,1.48914e+12,X,1634,5263,0.08,0.36,right,0.2,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-70,-97,-97,False,combined,1,18,9,32,0,0.2,1.0,0.9,0.64,0.833333333333,0.64,1,0,0.9,0.64,-70.0,-97.0,,0.833333333333,0.2
148,77922,A27BPRHBM28XZS,148,3/10/17 9:19,1.48914e+12,X,921,5263,0.9,0.44,right,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-33,-5,-5,False,combined,46,1,4,4,0,1.0,0.1,0.08,0.8,0.08,0.714285714286,0,1,0.8,0.08,-5.0,-33.0,,0.714285714286,0.1
149,77923,A27BPRHBM28XZS,149,3/10/17 9:19,1.48914e+12,X,1466,5263,0.2,0.32,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-19,-48,-19,False,combined,10,16,40,34,0,1.0,1.0,0.8,0.68,0.8,0.68,0,0,,,,,,,1.0
150,77924,A27BPRHBM28XZS,150,3/10/17 9:27,1.48914e+12,X,1780,5263,0.32,0.04,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-7,-5,-7,False,combined,16,2,34,48,0,1.0,1.0,0.68,0.96,0.68,0.96,0,0,,,,,,,1.0
151,77925,A27BPRHBM28XZS,151,3/10/17 9:27,1.48914e+12,X,2539,5263,0.08,0.24,left,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-74,-78,-74,False,combined,1,12,19,38,0,0.4,1.0,0.95,0.76,0.909090909091,0.76,1,0,0.95,0.76,-74.0,-78.0,,0.909090909091,0.4
152,77926,A27BPRHBM28XZS,152,3/10/17 9:27,1.48914e+12,X,2799,5263,0.42,0.08,left,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-16,-15,-16,False,combined,1,4,2,46,0,0.06,1.0,0.666666666667,0.92,0.6,0.92,1,0,0.666666666667,0.92,-16.0,-15.0,,0.6,0.06
153,77927,A27BPRHBM28XZS,153,3/10/17 9:27,1.48914e+12,X,1677,5263,0.72,0.64,right,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-84,-74,-74,False,combined,0,32,1,18,0,0.02,1.0,1.0,0.36,0.666666666667,0.36,1,0,1.0,0.36,-84.0,-74.0,,0.666666666667,0.02
154,77928,A27BPRHBM28XZS,154,3/10/17 9:27,1.48914e+12,X,1541,5263,0.48,0.36,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-115,-94,-94,False,combined,24,3,26,7,0,1.0,0.2,0.52,0.7,0.52,0.666666666667,0,1,0.7,0.52,-94.0,-115.0,,0.666666666667,0.2
155,77929,A27BPRHBM28XZS,155,3/10/17 9:27,1.48914e+12,X,1993,5189,0.52,0.4,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,138,106,138,False,combined,25,21,25,29,0,1.0,1.0,0.5,0.58,0.5,0.58,0,0,,,,,,,1.0
156,77930,A27BPRHBM28XZS,156,3/10/17 9:27,1.48914e+12,X,1062,5189,0.44,0.52,right,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,9,63,63,False,combined,3,26,2,24,0,0.1,1.0,0.4,0.48,0.428571428571,0.48,1,0,0.4,0.48,9.0,63.0,,0.428571428571,0.1
157,77931,A27BPRHBM28XZS,157,3/10/17 9:28,1.48914e+12,X,1416,5189,0.24,0.16,left,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,67,66,67,False,combined,12,9,38,31,0,1.0,0.8,0.76,0.775,0.76,0.761904761905,0,1,0.775,0.76,66.0,67.0,,0.761904761905,0.8
158,77932,A27BPRHBM28XZS,158,3/10/17 9:28,1.48914e+12,X,1662,5189,0.24,0.44,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,30,48,30,False,combined,12,22,38,28,0,1.0,1.0,0.76,0.56,0.76,0.56,0,0,,,,,,,1.0
159,77933,A27BPRHBM28XZS,159,3/10/17 9:28,1.48914e+12,X,1843,5189,0.32,0.16,right,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-74,93,82,82,False,combined,5,8,15,42,0,0.4,1.0,0.75,0.84,0.727272727273,0.84,1,0,0.75,0.84,93.0,82.0,,0.727272727273,0.4
160,77934,A27BPRHBM28XZS,160,3/10/17 9:28,1.48914e+12,X,2024,5252,0.1,0.56,left,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-16,-25,-16,False,combined,1,26,0,24,0,0.02,1.0,0.0,0.48,0.333333333333,0.48,1,0,0.0,0.48,-16.0,-25.0,,0.333333333333,0.02
161,77935,A27BPRHBM28XZS,161,3/10/17 9:28,1.48914e+12,O,2042,5252,0.66,0.74,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-44,-61,0,False,combined,33,36,17,14,0,1.0,1.0,0.34,0.28,0.34,0.28,0,0,,,,,,,1.0
162,77936,A27BPRHBM28XZS,162,3/10/17 9:28,1.48914e+12,X,1242,5252,0.26,0.1,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-4,-15,-4,False,combined,12,5,38,45,0,1.0,1.0,0.76,0.9,0.76,0.9,0,0,,,,,,,1.0
163,77937,A27BPRHBM28XZS,163,3/10/17 9:28,1.48914e+12,O,1622,5252,0.56,0.56,left,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-74,-60,0,False,combined,26,2,24,1,0,1.0,0.06,0.48,0.333333333333,0.48,0.4,0,1,0.333333333333,0.48,-60.0,-74.0,,0.4,0.06
164,77938,A27BPRHBM28XZS,164,3/10/17 9:28,1.48914e+12,O,1150,5252,0.04,0.22,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,63,-11,-2,0,False,combined,2,12,48,38,0,1.0,1.0,0.96,0.76,0.96,0.76,0,0,,,,,,,1.0
165,77939,A27BPRHBM28XZS,165,3/10/17 9:29,1.48914e+12,X,2044,5248,0.18,0.8,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,37,100,37,False,combined,10,39,40,11,0,1.0,1.0,0.8,0.22,0.8,0.22,0,0,,,,,,,1.0
166,77940,A27BPRHBM28XZS,166,3/10/17 9:29,1.48914e+12,X,1202,5248,0.24,0.2,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,39,75,75,False,combined,12,9,38,41,0,1.0,1.0,0.76,0.82,0.76,0.82,0,0,,,,,,,1.0
167,77941,A27BPRHBM28XZS,167,3/10/17 9:29,1.48914e+12,O,1482,5248,0.56,0.48,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,136,29,0,False,combined,28,24,22,26,0,1.0,1.0,0.44,0.52,0.44,0.52,0,0,,,,,,,1.0
168,77942,A27BPRHBM28XZS,168,3/10/17 9:29,1.48914e+12,X,1302,5248,0.6,0.44,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,87,55,87,False,combined,4,21,1,29,0,0.1,1.0,0.2,0.58,0.285714285714,0.58,1,0,0.2,0.58,87.0,55.0,,0.285714285714,0.1
169,77943,A27BPRHBM28XZS,169,3/10/17 9:29,1.48914e+12,O,1794,5248,0.68,0.1,right,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-4,85,35,0,False,combined,33,6,17,34,0,1.0,0.8,0.34,0.85,0.34,0.833333333333,0,1,0.85,0.34,35.0,85.0,,0.833333333333,0.8
170,77944,A27BPRHBM28XZS,170,3/10/17 9:29,1.48914e+12,X,1216,5248,0.12,0.7,right,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,16,46,46,False,combined,7,15,43,5,0,1.0,0.4,0.86,0.25,0.86,0.272727272727,0,1,0.25,0.86,46.0,16.0,,0.272727272727,0.4
171,77945,A27BPRHBM28XZS,171,3/10/17 9:29,1.48914e+12,X,1512,5248,0.24,0.2,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,96,86,96,False,combined,12,10,38,40,0,1.0,1.0,0.76,0.8,0.76,0.8,0,0,,,,,,,1.0
172,77946,A27BPRHBM28XZS,172,3/10/17 9:29,1.48914e+12,O,1631,5248,0.68,0.64,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,29,48,0,False,combined,33,32,17,18,0,1.0,1.0,0.34,0.36,0.34,0.36,0,0,,,,,,,1.0
173,77947,A27BPRHBM28XZS,173,3/10/17 9:30,1.48914e+12,O,1007,5248,0.88,0.12,left,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,125,17,0,False,combined,2,7,1,43,0,0.06,1.0,0.333333333333,0.86,0.4,0.86,1,0,0.333333333333,0.86,125.0,17.0,,0.4,0.06
174,77948,A27BPRHBM28XZS,174,3/10/17 9:30,1.48914e+12,X,1680,5248,0.2,0.44,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,38,27,38,False,combined,10,23,40,27,0,1.0,1.0,0.8,0.54,0.8,0.54,0,0,,,,,,,1.0
175,77949,A27BPRHBM28XZS,175,3/10/17 9:30,1.48914e+12,X,1624,5294,0.52,0.4,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-138,-106,-106,False,combined,25,20,25,30,0,1.0,1.0,0.5,0.6,0.5,0.6,0,0,,,,,,,1.0
176,77950,A27BPRHBM28XZS,176,3/10/17 9:30,1.48914e+12,O,756,5294,0.44,0.52,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-9,-63,0,False,combined,3,26,2,24,0,0.1,1.0,0.4,0.48,0.428571428571,0.48,1,0,0.4,0.48,-9.0,-63.0,,0.428571428571,0.1
177,77951,A27BPRHBM28XZS,177,3/10/17 9:30,1.48914e+12,O,4049,5294,0.24,0.16,left,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-67,-66,0,False,combined,12,9,38,31,0,1.0,0.8,0.76,0.775,0.76,0.761904761905,0,1,0.775,0.76,-66.0,-67.0,,0.761904761905,0.8
178,77952,A27BPRHBM28XZS,178,3/10/17 9:30,1.48914e+12,X,1623,5294,0.24,0.44,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-30,-48,-48,False,combined,12,22,38,28,0,1.0,1.0,0.76,0.56,0.76,0.56,0,0,,,,,,,1.0
179,77953,A27BPRHBM28XZS,179,3/10/17 9:30,1.48914e+12,X,1396,5294,0.32,0.16,left,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-93,-82,-93,False,combined,5,8,15,42,0,0.4,1.0,0.75,0.84,0.727272727273,0.84,1,0,0.75,0.84,-93.0,-82.0,,0.727272727273,0.4
180,77954,A27BPRHBM28XZS,180,3/10/17 9:31,1.48914e+12,X,1503,5246,0.56,0.1,right,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-25,-16,-16,False,combined,26,0,24,3,0,1.0,0.06,0.48,1.0,0.48,0.8,0,1,1.0,0.48,-16.0,-25.0,,0.8,0.06
181,77955,A27BPRHBM28XZS,181,3/10/17 9:31,1.48914e+12,O,1853,5246,0.84,0.6,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-31,-75,0,False,combined,42,30,8,20,0,1.0,1.0,0.16,0.4,0.16,0.4,0,0,,,,,,,1.0
182,77956,A27BPRHBM28XZS,182,3/10/17 9:31,1.48914e+12,X,3512,5246,0.16,0.12,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-74,-60,-60,False,combined,8,7,42,43,0,1.0,1.0,0.84,0.86,0.84,0.86,0,0,,,,,,,1.0
183,77957,A27BPRHBM28XZS,183,3/10/17 9:31,1.48914e+12,X,2675,5246,0.36,0.08,left,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-98,-71,-98,False,combined,18,0,32,5,0,1.0,0.1,0.64,1.0,0.64,0.857142857143,0,1,1.0,0.64,-71.0,-98.0,,0.857142857143,0.1
184,77958,A27BPRHBM28XZS,184,3/10/17 9:31,1.48914e+12,O,3195,5246,0.48,0.72,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-25,-55,0,False,combined,24,36,26,14,0,1.0,1.0,0.52,0.28,0.52,0.28,0,0,,,,,,,1.0
185,77959,A27BPRHBM28XZS,185,3/10/17 9:31,1.48914e+12,X,2186,5148,0.1,0.56,left,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,16,25,16,False,combined,1,26,0,24,0,0.02,1.0,0.0,0.48,0.333333333333,0.48,1,0,0.0,0.48,16.0,25.0,,0.333333333333,0.02
186,77960,A27BPRHBM28XZS,186,3/10/17 9:31,1.48914e+12,X,1928,5148,0.66,0.74,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,44,61,44,False,combined,33,36,17,14,0,1.0,1.0,0.34,0.28,0.34,0.28,0,0,,,,,,,1.0
187,77961,A27BPRHBM28XZS,187,3/10/17 9:32,1.48914e+12,X,1100,5148,0.26,0.1,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,4,15,15,False,combined,12,5,38,45,0,1.0,1.0,0.76,0.9,0.76,0.9,0,0,,,,,,,1.0
188,77962,A27BPRHBM28XZS,188,3/10/17 9:32,1.48914e+12,X,1388,5148,0.56,0.56,right,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,74,60,60,False,combined,26,2,24,1,0,1.0,0.06,0.48,0.333333333333,0.48,0.4,0,1,0.333333333333,0.48,60.0,74.0,,0.4,0.06
189,77963,A27BPRHBM28XZS,189,3/10/17 9:32,1.48914e+12,X,1558,5148,0.04,0.22,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,11,2,11,False,combined,2,12,48,38,0,1.0,1.0,0.96,0.76,0.96,0.76,0,0,,,,,,,1.0
190,77964,A27BPRHBM28XZS,190,3/10/17 9:32,1.48914e+12,X,4556,5163,0.28,0.94,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,12,134,12,False,combined,14,46,36,4,0,1.0,1.0,0.72,0.08,0.72,0.08,0,0,,,,,,,1.0
191,77965,A27BPRHBM28XZS,191,3/10/17 9:32,1.48914e+12,X,1174,5163,0.78,0.32,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,11,4,4,False,combined,39,2,11,8,0,1.0,0.2,0.22,0.8,0.22,0.75,0,1,0.8,0.22,4.0,11.0,,0.75,0.2
192,77966,A27BPRHBM28XZS,192,3/10/17 9:32,1.48914e+12,O,1142,5163,0.38,0.52,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,13,9,0,False,combined,20,0,30,1,0,1.0,0.02,0.6,1.0,0.6,0.666666666667,0,1,1.0,0.6,9.0,13.0,,0.666666666667,0.02
193,77967,A27BPRHBM28XZS,193,3/10/17 9:32,1.48914e+12,O,1281,5163,0.36,0.84,right,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,47,99,0,False,combined,19,17,31,3,0,1.0,0.4,0.62,0.15,0.62,0.181818181818,0,1,0.15,0.62,99.0,47.0,,0.181818181818,0.4
194,77968,A27BPRHBM28XZS,194,3/10/17 9:32,1.48914e+12,O,1592,5163,0.7,0.54,right,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,60,40,0,False,combined,35,3,15,2,0,1.0,0.1,0.3,0.4,0.3,0.428571428571,0,1,0.4,0.3,40.0,60.0,,0.428571428571,0.1
195,77969,A27BPRHBM28XZS,195,3/10/17 9:33,1.48914e+12,O,1578,5163,0.72,0.38,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-106,-44,0,False,combined,36,19,14,31,0,1.0,1.0,0.28,0.62,0.28,0.62,0,0,,,,,,,1.0
196,77970,A27BPRHBM28XZS,196,3/10/17 9:33,1.48914e+12,X,2083,5163,0.5,0.5,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-11,-19,-11,False,combined,24,26,26,24,0,1.0,1.0,0.52,0.48,0.52,0.48,0,0,,,,,,,1.0
197,77971,A27BPRHBM28XZS,197,3/10/17 9:33,1.48914e+12,X,1676,5163,0.52,0.44,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-125,-80,-125,False,combined,27,1,23,0,0,1.0,0.02,0.46,0.0,0.46,0.333333333333,0,1,0.0,0.46,-80.0,-125.0,,0.333333333333,0.02
198,77972,A27BPRHBM28XZS,198,3/10/17 9:33,1.48914e+12,X,1503,5163,0.26,0.6,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-16,-38,-38,False,combined,13,30,37,20,0,1.0,1.0,0.74,0.4,0.74,0.4,0,0,,,,,,,1.0
199,77973,A27BPRHBM28XZS,199,3/10/17 9:33,1.48914e+12,O,1433,5163,0.36,0.08,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-97,-70,0,False,combined,19,0,31,1,0,1.0,0.02,0.62,1.0,0.62,0.666666666667,0,1,1.0,0.62,-70.0,-97.0,,0.666666666667,0.02
200,77974,A27BPRHBM28XZS,200,3/10/17 9:34,1.48914e+12,O,2477,5163,0.4,0.68,right,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-25,-47,0,False,combined,2,34,3,16,0,0.1,1.0,0.6,0.32,0.571428571429,0.32,1,0,0.6,0.32,-25.0,-47.0,,0.571428571429,0.1
