Eyetracker File is:	Ambi_B32_block2_1728310815.edfScanner Trigger at times:	45000
 br	 p_left	 p_right	 pr	 pr_left	 magnitude_left	 magnitude_right	 UrnsPresented_duration	 ChoiceTime_duration	 ChoiceDisplayed_duration	 OutcomeDisplayed_duration	 ITI_duration	 OutcomeHistoryDisplayed_duration	 ShockOutcomeDisplayed_duration	 ExtraITI_duration	 time_urns_presented	 time_button_press	 time_participant_choice_presented	 token_chosen_presented_time	 shock_time	 resultpicture_time	 time_ITI_begin	 time_Extra_ITI_begin	 trial number	 choice time	 participantsbet	 computerchoice_outcome	 did_right_win	 did_left_win	 numberofshocks	 outcome_chosen	 outcome	 numberbin1	 numberbin2	 numberbin3	 numberbin0	 outcome_intoarray	 result_given1in10	 breaktime	 length_break	 FIRST_ITI_start	 ITI_start	 UrnsPresented_start	 QuestionMark_start	 ButtonPress_start	 ChoiceDisplayed_start	 Outcome_start	 OutcomeHistoryDisplayed_start	 ShockOutcomeDisplay_start	 Shock_start	 ExtraITI_start	 Trial_starttime
40	0.28	0.56	1	0.1	40	74	5000	5000	2200	1500	5100	0	0	0	2	7200	7217	9434	Not shocked this trial	No picture this trial	10949	blah_de_blah_de_blah	26	2183	bet_left	Nothing yet	0	0	0	5	0	0	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	489696	478749	483764	485947	485964	488181	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	478747
40	0.76	0.28	1	0.2	21	7	2700	5000	3000	1500	3900	0	0	0	2	3200	3217	6234	Not shocked this trial	No picture this trial	7749	blah_de_blah_de_blah	27	483	bet_left	Nothing yet	1	0	0	5	0	0	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	502561	494814	497529	498012	498029	501046	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	494812
90	0.52	0.6	1	1	63	13	4700	5000	5000	1500	4700	0	0	0	1	4999	5017	10033	Not shocked this trial	No picture this trial	11548	blah_de_blah_de_blah	28	283	bet_right	Nothing yet	0	1	0	2	0	0	0	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	518026	506479	511194	511477	511495	516511	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	506478
40	0.72	0.34	0.06	1	76	38	5300	5000	4700	1500	5100	0	0	0	1	6799	6816	11533	Not shocked this trial	No picture this trial	13048	blah_de_blah_de_blah	29	1483	bet_left	Nothing yet	1	0	0	2	0	0	0	0	4	0	Not fifth trial	blah	3333333	Not_first_trial	535791	522744	528059	529542	529559	534276	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	522743
40	0.34	0.06	1	1	15	5	4000	5000	4200	1500	3000	2600	2500	2000	2	4333	4351	8567	15215	12700	17232	15216	30	316	bet_left	Nothing yet	1	1	0	4	15	1	0	0	4	15	0	blah	3333333	Not_first_trial	558139	540909	544924	545240	545258	549474	550989	553607	556122	556123	540907
90	0.08	0.24	1	0.04	74	78	4100	5000	4600	1500	5400	0	0	0	2	4599	4617	9233	Not shocked this trial	No picture this trial	10749	blah_de_blah_de_blah	31	482	bet_right	Nothing yet	1	1	0	1	78	0	1	0	0	78	Not fifth trial	blah	3333333	Not_first_trial	571904	561157	565272	565754	565772	570388	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	561155
90	0.56	0.56	1	0.02	11	14	4100	5000	4300	1500	3300	0	0	0	2	6033	6050	10366	Not shocked this trial	No picture this trial	11882	blah_de_blah_de_blah	32	1916	bet_right	Nothing yet	0	1	0	2	0	0	1	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	589202	577322	581437	583353	583370	587686	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	577320
90	0.48	0.92	1	0.08	58	63	5200	5000	3600	1500	3800	0	0	0	2	6266	6284	9900	Not shocked this trial	No picture this trial	11416	blah_de_blah_de_blah	33	1049	bet_right	Nothing yet	0	1	0	3	0	0	1	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	603934	592520	597735	598784	598802	602418	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	592518
90	0.44	0.92	1	0.8	5	56	5500	5000	4800	1500	4400	0	0	0	2	5966	5984	10800	Not shocked this trial	No picture this trial	12315	blah_de_blah_de_blah	34	449	bet_right	Nothing yet	0	0	0	4	0	0	1	0	3	0	Not fifth trial	blah	3333333	Not_first_trial	620065	607752	613267	613716	613734	618550	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	607750
40	0.12	0.7	0.2	1	26	73	3300	5000	5800	1500	4200	2100	2500	2900	1	5865	5883	11699	17847	15332	20797	17884	35	2549	bet_left	Nothing yet	0	1	3	1	26	1	1	0	3	26	78	blah	3333333	Not_first_trial	645279	624483	627798	630347	630365	636181	637697	639814	642329	642366	624482
40	0.56	0.28	1	1	11	42	2800	5000	4100	1500	5000	0	0	0	1	3099	3117	7233	Not shocked this trial	No picture this trial	8748	blah_de_blah_de_blah	36	283	bet_left	Nothing yet	0	1	3	5	11	1	0	0	0	11	Not fifth trial	blah	3333333	Not_first_trial	658244	649497	652312	652595	652613	656729	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	649496
90	0.36	0.32	1	1	23	7	3100	5000	4200	1500	5600	0	0	0	1	3866	3883	8100	Not shocked this trial	No picture this trial	9615	blah_de_blah_de_blah	37	749	bet_right	Nothing yet	1	0	3	2	7	2	0	0	0	7	Not fifth trial	blah	3333333	Not_first_trial	672876	663262	666378	667127	667144	671361	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	663261
90	0.28	0.2	1	1	47	24	5300	5000	5800	1500	5400	0	0	0	2	5700	5717	11533	Not shocked this trial	No picture this trial	13049	blah_de_blah_de_blah	38	383	bet_right	Nothing yet	1	0	3	4	24	3	0	0	0	24	Not fifth trial	blah	3333333	Not_first_trial	691541	678494	683809	684192	684209	690025	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	678492
90	0.48	0.08	0.4	1	115	5	3600	5000	3600	1500	5800	0	0	0	2	3999	4017	7633	Not shocked this trial	No picture this trial	9149	blah_de_blah_de_blah	39	382	bet_right	Nothing yet	1	1	3	4	5	4	0	0	0	5	Not fifth trial	blah	3333333	Not_first_trial	706106	696959	700574	700956	700974	704590	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	696957
90	0.32	0.48	1	0.04	75	102	5000	5000	4400	1500	6000	4000	2500	2000	2	7432	7450	11866	19914	17399	21931	19926	40	2415	bet_right	Nothing yet	0	1	1	1	0	4	0	0	1	0	11	blah	3333333	Not_first_trial	733853	711924	716939	719354	719372	723788	725304	729321	731836	731848	711922
90	0.24	0.44	1	1	77	118	5300	5000	2900	1500	3200	0	0	0	2	6666	6683	9600	Not shocked this trial	No picture this trial	11115	blah_de_blah_de_blah	41	1349	bet_right	Nothing yet	1	1	1	3	118	0	0	1	0	118	Not fifth trial	blah	3333333	Not_first_trial	750984	739871	745186	746535	746553	749469	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	739869
40	0.14	0.08	1	1	29	25	4600	5000	5200	1500	5000	0	0	0	1	7432	7450	12666	Not shocked this trial	No picture this trial	14181	blah_de_blah_de_blah	42	2815	bet_left	Nothing yet	0	1	1	4	29	1	0	1	0	29	Not fifth trial	blah	3333333	Not_first_trial	768382	754202	758818	761633	761651	766867	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	754201
40	0.32	0.16	1	0.4	91	84	4100	5000	3200	1500	3700	0	0	0	1	4899	4917	8133	Not shocked this trial	No picture this trial	9649	blah_de_blah_de_blah	43	783	bet_left	Nothing yet	1	1	1	4	91	1	1	1	0	91	Not fifth trial	blah	3333333	Not_first_trial	783048	773400	777515	778298	778316	781532	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	773399
90	0.56	0.52	1	1	144	114	3000	5000	3400	1500	4200	0	0	0	2	4899	4917	8333	Not shocked this trial	No picture this trial	9849	blah_de_blah_de_blah	44	1882	bet_right	Nothing yet	1	0	1	1	114	1	1	2	0	114	Not fifth trial	blah	3333333	Not_first_trial	796613	786766	789781	791663	791681	795097	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	786764
40	0.14	0.58	0.2	1	20	44	3400	5000	4800	1500	5800	3900	2500	2500	2	3866	3884	8700	16648	14133	19181	16672	45	449	bet_left	Nothing yet	0	1	2	5	20	2	1	2	0	20	20	blah	3333333	Not_first_trial	820010	800831	804246	804695	804713	809529	811045	814962	817477	817501	800829
40	0.28	0.16	0.06	1	42	71	5100	5000	5900	1500	5200	0	0	0	2	7633	7650	13566	Not shocked this trial	No picture this trial	15082	blah_de_blah_de_blah	46	2516	bet_left	Nothing yet	1	1	2	4	42	1	0	0	0	42	Not fifth trial	blah	3333333	Not_first_trial	840908	825828	830943	833459	833476	839392	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	825826
40	0.42	0.42	1	1	15	17	3100	5000	4900	1500	5000	0	0	0	2	4633	4650	9567	Not shocked this trial	No picture this trial	11082	blah_de_blah_de_blah	47	1516	bet_left	Nothing yet	1	0	2	4	0	1	0	0	1	0	Not fifth trial	blah	3333333	Not_first_trial	857206	846126	849241	850757	850775	855691	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	846124
40	0.3	0.14	1	1	38	37	5300	5000	4000	1500	4300	0	0	0	2	5700	5717	9734	Not shocked this trial	No picture this trial	11249	blah_de_blah_de_blah	48	383	bet_left	Nothing yet	1	1	2	1	38	2	0	0	1	38	Not fifth trial	blah	3333333	Not_first_trial	873471	862224	867539	867922	867939	871956	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	862222
90	0.78	0.58	1	1	130	68	4500	5000	5900	1500	4400	0	0	0	2	5500	5517	11433	Not shocked this trial	No picture this trial	12949	blah_de_blah_de_blah	49	983	bet_right	Nothing yet	0	0	2	5	0	2	0	0	2	0	Not fifth trial	blah	3333333	Not_first_trial	890736	877789	882304	883287	883304	889220	Not fifth trial	Not fifth trial	Not fifth trial	Not fifth trial	877787
90	0.08	0.36	1	0.8	70	97	2700	5000	2200	1500	4100	3800	2500	2700	2	3800	3817	6034	13882	11366	16615	13906	50	1083	bet_right	Nothing yet	1	1	2	1	97	2	1	0	2	97	42	blah	3333333	Not_first_trial	911767	895154	897869	898952	898969	901186	902701	906518	909034	909058	895152
	915000	918000	921000	924000	927000	930000	933000
